Using device: cuda

Loading language model and tokenizer...
Loading embedding model and tokenizer...
Loading dataset...
Original data size: 36718
Filtered data size: 17148
Total (filtered) data points: 17148
Reference data points (15%): 2572
Training data points (68%): 11644
Validation data points (17%): 2911

Creating training and validation sequences...
Holdout evaluation before iterations:
Prompt:  However , as Hung notes , he " is the only Chinese poet whose influence grew with time " , and his works began to increase in popularity in the ninth century . Early positive comments came from Bai Juyi , who praised the moral sentiments of some of Du Fu 's works ( although he found these in only a
Candidate 1:  few places of the country ), , in which "the poetry becomes more romantic and self-conscious rather than full-fledged poetry". .

The late Nineteenth–First Century of Chinese Literature, China, a very fine century of Chinese poets, was dominated by many Chinese poets ( among them Gao Tengf
Candidate 2:  vague sense ).

The book, The Long History of the Song Hao (1st English 1570), was published by the American American College of Artists in September 1571. The author, who was once president of the United States of America, praised the great work of Du Fu 's successor in Japan as
Candidate 3:  brief period of time ) , as well as general admirers. A number of influential Chinese poets published works like " The Great Chinese Song". Another noteworthy poem for the Chinese poetry of the seventeenth century was " The Golden Song" by Li Ling (or " the Golden Song", Chinese for " golden orchid") ,
Prompt:  In 2000 Boulter had a guest @-@ starring role on the television series The Bill ; he portrayed " Scott Parry " in the episode , " In Safe Hands " . Boulter starred as " Scott " in the play Herons written by Simon Stephens , which was performed in 2001 at the Royal Court
Candidate 1: .  and in 1997 " Herons was featured on the film "The Man with the Dragon Tattoo" , which is credited with promoting the story of Herons''.  In 2002 boulter starring as " Sarah  in the " Sarah - s "  season  was featured in the television miniseries "
Candidate 2:  of Versailles " ". (Sheikh)

In March 2003, Boulter was cast as " Sheik" in the play "Farewell " with " Vadim " " in the role .

He has also starred in the play "The Man Who Died" as both " She
Candidate 3: 

In 1982 He also played an American as Dr. Jack Homan , and in 1985 also played a native American in New York , as well as a Spanish native as   Marjorie " in the musical Herons , and in 1987 he played a native Spanish American in a play He " . He also
Prompt:  He had a recurring role in 2003 on two episodes of The Bill , as character " Connor Price " . In 2004 Boulter landed a role as " Craig " in the episode " Teddy 's Story " of the television series The Long Firm ; he starred alongside actors Mark Strong and Derek Jacobi . Boulter
Candidate 1: 's real name is James Wylie & was born in Chicago, Illinois and moved to New Zealand in 1962. In 1976, Boulter graduated from Southern Illinois University with a degree in political science. He then began his career as an instructor at the University of Maryland. He also worked at the Harvard University Medical School
Candidate 2:  was a cast member on the show during the 1980s.

On October 29th 2000 John Kivira won the first ever Golden Globe for his portrayal of the character of " The Doctor " . He returned for his second outing in 2000 , to play  the Doctor  in a film about The Doctor, starring
Candidate 3:  also worked as The Great British Bake Off's host in 2010, and in 2012, was confirmed as the winner of the ITV soap opera, The Cooked by Chris, which aired on Sky News. Boulter was originally introduced in the episode " The Last Straw " on 4 July 2013.

Boulter
Fine-tuning Model 0 on initial training data...
{'loss': 1.3296, 'grad_norm': 12.009344100952148, 'learning_rate': 7.622230960807446e-06, 'epoch': 2.54}
{'loss': 1.3795, 'grad_norm': 12.108770370483398, 'learning_rate': 7.556691571634553e-06, 'epoch': 2.55}
{'loss': 1.3748, 'grad_norm': 9.603782653808594, 'learning_rate': 7.49115218246166e-06, 'epoch': 2.55}
{'loss': 1.3359, 'grad_norm': 11.406219482421875, 'learning_rate': 7.425612793288766e-06, 'epoch': 2.56}
{'loss': 1.3832, 'grad_norm': 11.655866622924805, 'learning_rate': 7.360073404115873e-06, 'epoch': 2.56}
{'loss': 1.2887, 'grad_norm': 10.894983291625977, 'learning_rate': 7.294534014942982e-06, 'epoch': 2.56}
{'loss': 1.3139, 'grad_norm': 10.456267356872559, 'learning_rate': 7.2289946257700885e-06, 'epoch': 2.57}
{'loss': 1.365, 'grad_norm': 14.959294319152832, 'learning_rate': 7.1634552365971954e-06, 'epoch': 2.57}
{'loss': 1.3416, 'grad_norm': 12.112630844116211, 'learning_rate': 7.097915847424302e-06, 'epoch': 2.58}
{'loss': 1.4037, 'grad_norm': 11.822593688964844, 'learning_rate': 7.032376458251409e-06, 'epoch': 2.58}
{'loss': 1.3054, 'grad_norm': 12.463085174560547, 'learning_rate': 6.966837069078516e-06, 'epoch': 2.58}
{'loss': 1.3076, 'grad_norm': 14.187026023864746, 'learning_rate': 6.901297679905623e-06, 'epoch': 2.59}
{'loss': 1.3896, 'grad_norm': 11.046515464782715, 'learning_rate': 6.835758290732732e-06, 'epoch': 2.59}
{'loss': 1.3692, 'grad_norm': 10.786724090576172, 'learning_rate': 6.770218901559839e-06, 'epoch': 2.6}
{'loss': 1.3908, 'grad_norm': 13.207082748413086, 'learning_rate': 6.7046795123869456e-06, 'epoch': 2.6}
{'loss': 1.3467, 'grad_norm': 10.870163917541504, 'learning_rate': 6.6391401232140525e-06, 'epoch': 2.6}
{'loss': 1.3065, 'grad_norm': 9.800047874450684, 'learning_rate': 6.573600734041159e-06, 'epoch': 2.61}
{'loss': 1.4332, 'grad_norm': 13.190851211547852, 'learning_rate': 6.508061344868266e-06, 'epoch': 2.61}
{'loss': 1.274, 'grad_norm': 10.711370468139648, 'learning_rate': 6.442521955695372e-06, 'epoch': 2.62}
{'loss': 1.3488, 'grad_norm': 10.67587947845459, 'learning_rate': 6.376982566522479e-06, 'epoch': 2.62}
{'loss': 1.3603, 'grad_norm': 11.802323341369629, 'learning_rate': 6.311443177349588e-06, 'epoch': 2.62}
{'loss': 1.3734, 'grad_norm': 11.649839401245117, 'learning_rate': 6.245903788176694e-06, 'epoch': 2.63}
{'loss': 1.3147, 'grad_norm': 11.517400741577148, 'learning_rate': 6.180364399003802e-06, 'epoch': 2.63}
{'loss': 1.3915, 'grad_norm': 11.156800270080566, 'learning_rate': 6.114825009830909e-06, 'epoch': 2.63}
{'loss': 1.354, 'grad_norm': 11.544575691223145, 'learning_rate': 6.049285620658016e-06, 'epoch': 2.64}
{'loss': 1.339, 'grad_norm': 11.548969268798828, 'learning_rate': 5.9837462314851225e-06, 'epoch': 2.64}
{'loss': 1.3104, 'grad_norm': 11.158011436462402, 'learning_rate': 5.91820684231223e-06, 'epoch': 2.65}
{'loss': 1.3353, 'grad_norm': 13.122686386108398, 'learning_rate': 5.852667453139337e-06, 'epoch': 2.65}
{'loss': 1.2902, 'grad_norm': 10.960168838500977, 'learning_rate': 5.787128063966444e-06, 'epoch': 2.65}
{'loss': 1.29, 'grad_norm': 12.239083290100098, 'learning_rate': 5.721588674793552e-06, 'epoch': 2.66}
{'loss': 1.2842, 'grad_norm': 11.2664155960083, 'learning_rate': 5.656049285620659e-06, 'epoch': 2.66}
{'loss': 1.287, 'grad_norm': 10.805357933044434, 'learning_rate': 5.590509896447766e-06, 'epoch': 2.67}
{'loss': 1.3759, 'grad_norm': 10.91198444366455, 'learning_rate': 5.524970507274873e-06, 'epoch': 2.67}
{'loss': 1.3401, 'grad_norm': 10.731372833251953, 'learning_rate': 5.45943111810198e-06, 'epoch': 2.67}
{'loss': 1.3131, 'grad_norm': 11.258428573608398, 'learning_rate': 5.3938917289290865e-06, 'epoch': 2.68}
{'loss': 1.3702, 'grad_norm': 11.364717483520508, 'learning_rate': 5.3283523397561934e-06, 'epoch': 2.68}
{'loss': 1.3449, 'grad_norm': 14.185660362243652, 'learning_rate': 5.2628129505833e-06, 'epoch': 2.69}
{'loss': 1.371, 'grad_norm': 11.68445110321045, 'learning_rate': 5.197273561410408e-06, 'epoch': 2.69}
{'loss': 1.2657, 'grad_norm': 11.352832794189453, 'learning_rate': 5.131734172237515e-06, 'epoch': 2.69}
{'loss': 1.3901, 'grad_norm': 10.70617389678955, 'learning_rate': 5.066194783064622e-06, 'epoch': 2.7}
{'loss': 1.3944, 'grad_norm': 10.325078010559082, 'learning_rate': 5.000655393891729e-06, 'epoch': 2.7}
{'loss': 1.2912, 'grad_norm': 11.961897850036621, 'learning_rate': 4.935116004718837e-06, 'epoch': 2.71}
{'loss': 1.3865, 'grad_norm': 11.119625091552734, 'learning_rate': 4.8695766155459436e-06, 'epoch': 2.71}
{'loss': 1.3487, 'grad_norm': 9.342132568359375, 'learning_rate': 4.8040372263730505e-06, 'epoch': 2.71}
{'loss': 1.2753, 'grad_norm': 12.03078842163086, 'learning_rate': 4.738497837200157e-06, 'epoch': 2.72}
{'loss': 1.3449, 'grad_norm': 12.783833503723145, 'learning_rate': 4.672958448027265e-06, 'epoch': 2.72}
{'loss': 1.3591, 'grad_norm': 11.99188232421875, 'learning_rate': 4.607419058854372e-06, 'epoch': 2.73}
{'loss': 1.3815, 'grad_norm': 11.91336727142334, 'learning_rate': 4.541879669681479e-06, 'epoch': 2.73}
{'loss': 1.3434, 'grad_norm': 11.262821197509766, 'learning_rate': 4.476340280508586e-06, 'epoch': 2.73}
{'loss': 1.3742, 'grad_norm': 11.971244812011719, 'learning_rate': 4.410800891335693e-06, 'epoch': 2.74}
{'loss': 1.4141, 'grad_norm': 10.649349212646484, 'learning_rate': 4.3452615021628e-06, 'epoch': 2.74}
{'loss': 1.3328, 'grad_norm': 11.12622356414795, 'learning_rate': 4.279722112989907e-06, 'epoch': 2.74}
{'loss': 1.3383, 'grad_norm': 12.220731735229492, 'learning_rate': 4.2141827238170145e-06, 'epoch': 2.75}
{'loss': 1.2834, 'grad_norm': 10.436814308166504, 'learning_rate': 4.148643334644121e-06, 'epoch': 2.75}
{'loss': 1.3464, 'grad_norm': 10.605023384094238, 'learning_rate': 4.083103945471228e-06, 'epoch': 2.76}
{'loss': 1.3386, 'grad_norm': 11.601045608520508, 'learning_rate': 4.017564556298335e-06, 'epoch': 2.76}
{'loss': 1.3068, 'grad_norm': 11.703612327575684, 'learning_rate': 3.952025167125443e-06, 'epoch': 2.76}
{'loss': 1.3625, 'grad_norm': 10.595746040344238, 'learning_rate': 3.88648577795255e-06, 'epoch': 2.77}
{'loss': 1.3874, 'grad_norm': 13.067317008972168, 'learning_rate': 3.820946388779657e-06, 'epoch': 2.77}
{'loss': 1.3939, 'grad_norm': 10.895085334777832, 'learning_rate': 3.7554069996067637e-06, 'epoch': 2.78}
{'loss': 1.3267, 'grad_norm': 11.731782913208008, 'learning_rate': 3.689867610433871e-06, 'epoch': 2.78}
{'loss': 1.3669, 'grad_norm': 10.952691078186035, 'learning_rate': 3.624328221260978e-06, 'epoch': 2.78}
{'loss': 1.3939, 'grad_norm': 11.248826026916504, 'learning_rate': 3.558788832088085e-06, 'epoch': 2.79}
{'loss': 1.3194, 'grad_norm': 9.354849815368652, 'learning_rate': 3.4932494429151927e-06, 'epoch': 2.79}
{'loss': 1.3573, 'grad_norm': 11.423036575317383, 'learning_rate': 3.4277100537422996e-06, 'epoch': 2.8}
{'loss': 1.3446, 'grad_norm': 11.018370628356934, 'learning_rate': 3.3621706645694065e-06, 'epoch': 2.8}
{'loss': 1.3434, 'grad_norm': 10.475067138671875, 'learning_rate': 3.2966312753965135e-06, 'epoch': 2.8}
{'loss': 1.2835, 'grad_norm': 11.884769439697266, 'learning_rate': 3.231091886223621e-06, 'epoch': 2.81}
{'loss': 1.2892, 'grad_norm': 10.33711051940918, 'learning_rate': 3.1655524970507277e-06, 'epoch': 2.81}
{'loss': 1.2766, 'grad_norm': 10.437676429748535, 'learning_rate': 3.1000131078778346e-06, 'epoch': 2.82}
{'loss': 1.3175, 'grad_norm': 13.2553129196167, 'learning_rate': 3.034473718704942e-06, 'epoch': 2.82}
{'loss': 1.3196, 'grad_norm': 9.871504783630371, 'learning_rate': 2.968934329532049e-06, 'epoch': 2.82}
{'loss': 1.3834, 'grad_norm': 11.342717170715332, 'learning_rate': 2.9033949403591562e-06, 'epoch': 2.83}
{'loss': 1.3705, 'grad_norm': 12.299650192260742, 'learning_rate': 2.837855551186263e-06, 'epoch': 2.83}
{'loss': 1.324, 'grad_norm': 11.492481231689453, 'learning_rate': 2.77231616201337e-06, 'epoch': 2.84}
{'loss': 1.2991, 'grad_norm': 10.84917163848877, 'learning_rate': 2.706776772840477e-06, 'epoch': 2.84}
{'loss': 1.3022, 'grad_norm': 11.647896766662598, 'learning_rate': 2.6412373836675843e-06, 'epoch': 2.84}
{'loss': 1.3214, 'grad_norm': 10.965359687805176, 'learning_rate': 2.5756979944946913e-06, 'epoch': 2.85}
{'loss': 1.3503, 'grad_norm': 13.421142578125, 'learning_rate': 2.5101586053217986e-06, 'epoch': 2.85}
{'loss': 1.3432, 'grad_norm': 11.316179275512695, 'learning_rate': 2.4446192161489055e-06, 'epoch': 2.85}
{'loss': 1.3381, 'grad_norm': 12.711641311645508, 'learning_rate': 2.379079826976013e-06, 'epoch': 2.86}
{'loss': 1.3773, 'grad_norm': 12.308557510375977, 'learning_rate': 2.31354043780312e-06, 'epoch': 2.86}
{'loss': 1.3742, 'grad_norm': 12.510892868041992, 'learning_rate': 2.2480010486302267e-06, 'epoch': 2.87}
{'loss': 1.2963, 'grad_norm': 10.16336441040039, 'learning_rate': 2.182461659457334e-06, 'epoch': 2.87}
{'loss': 1.3944, 'grad_norm': 11.9490385055542, 'learning_rate': 2.116922270284441e-06, 'epoch': 2.87}
{'loss': 1.2892, 'grad_norm': 11.379997253417969, 'learning_rate': 2.0513828811115483e-06, 'epoch': 2.88}
{'loss': 1.4243, 'grad_norm': 12.519974708557129, 'learning_rate': 1.9858434919386552e-06, 'epoch': 2.88}
{'loss': 1.3501, 'grad_norm': 11.849530220031738, 'learning_rate': 1.9203041027657626e-06, 'epoch': 2.89}
{'loss': 1.3647, 'grad_norm': 12.960358619689941, 'learning_rate': 1.8547647135928693e-06, 'epoch': 2.89}
{'loss': 1.3646, 'grad_norm': 12.776613235473633, 'learning_rate': 1.7892253244199766e-06, 'epoch': 2.89}
{'loss': 1.3639, 'grad_norm': 10.6287260055542, 'learning_rate': 1.7236859352470836e-06, 'epoch': 2.9}
{'loss': 1.2867, 'grad_norm': 11.655345916748047, 'learning_rate': 1.6581465460741907e-06, 'epoch': 2.9}
{'loss': 1.3421, 'grad_norm': 13.279350280761719, 'learning_rate': 1.5926071569012976e-06, 'epoch': 2.91}
{'loss': 1.3463, 'grad_norm': 11.476469993591309, 'learning_rate': 1.527067767728405e-06, 'epoch': 2.91}
{'loss': 1.2945, 'grad_norm': 11.708608627319336, 'learning_rate': 1.4615283785555119e-06, 'epoch': 2.91}
{'loss': 1.3266, 'grad_norm': 11.618278503417969, 'learning_rate': 1.395988989382619e-06, 'epoch': 2.92}
{'loss': 1.3929, 'grad_norm': 11.002699851989746, 'learning_rate': 1.3304496002097261e-06, 'epoch': 2.92}
{'loss': 1.3042, 'grad_norm': 11.00586223602295, 'learning_rate': 1.2649102110368333e-06, 'epoch': 2.93}
{'loss': 1.2897, 'grad_norm': 12.255202293395996, 'learning_rate': 1.1993708218639402e-06, 'epoch': 2.93}
{'loss': 1.3094, 'grad_norm': 11.206526756286621, 'learning_rate': 1.1338314326910473e-06, 'epoch': 2.93}
{'loss': 1.3403, 'grad_norm': 9.77958869934082, 'learning_rate': 1.0682920435181545e-06, 'epoch': 2.94}
{'loss': 1.3423, 'grad_norm': 11.762110710144043, 'learning_rate': 1.0027526543452616e-06, 'epoch': 2.94}
{'loss': 1.3153, 'grad_norm': 12.722151756286621, 'learning_rate': 9.372132651723686e-07, 'epoch': 2.95}
{'loss': 1.3556, 'grad_norm': 11.896171569824219, 'learning_rate': 8.716738759994756e-07, 'epoch': 2.95}
{'loss': 1.4001, 'grad_norm': 12.04454231262207, 'learning_rate': 8.061344868265828e-07, 'epoch': 2.95}
{'loss': 1.4023, 'grad_norm': 10.991650581359863, 'learning_rate': 7.405950976536899e-07, 'epoch': 2.96}
{'loss': 1.2461, 'grad_norm': 10.427278518676758, 'learning_rate': 6.75055708480797e-07, 'epoch': 2.96}
{'loss': 1.3037, 'grad_norm': 11.428947448730469, 'learning_rate': 6.095163193079041e-07, 'epoch': 2.97}
{'loss': 1.3404, 'grad_norm': 10.952326774597168, 'learning_rate': 5.439769301350112e-07, 'epoch': 2.97}
{'loss': 1.4011, 'grad_norm': 11.158199310302734, 'learning_rate': 4.784375409621182e-07, 'epoch': 2.97}
{'loss': 1.3929, 'grad_norm': 10.116735458374023, 'learning_rate': 4.128981517892253e-07, 'epoch': 2.98}
{'loss': 1.3492, 'grad_norm': 11.669332504272461, 'learning_rate': 3.473587626163324e-07, 'epoch': 2.98}
{'loss': 1.3005, 'grad_norm': 10.736929893493652, 'learning_rate': 2.818193734434395e-07, 'epoch': 2.98}
{'loss': 1.2772, 'grad_norm': 11.532305717468262, 'learning_rate': 2.1627998427054663e-07, 'epoch': 2.99}
{'loss': 1.3038, 'grad_norm': 10.86132526397705, 'learning_rate': 1.5074059509765371e-07, 'epoch': 2.99}
{'loss': 1.3715, 'grad_norm': 13.260690689086914, 'learning_rate': 8.520120592476078e-08, 'epoch': 3.0}
{'train_runtime': 441.1739, 'train_samples_per_second': 69.17, 'train_steps_per_second': 17.293, 'train_loss': 1.724847263051667, 'epoch': 3.0}

Holdout evaluation after iteration 5:
Prompt:  However , as Hung notes , he " is the only Chinese poet whose influence grew with time " , and his works began to increase in popularity in the ninth century . Early positive comments came from Bai Juyi , who praised the moral sentiments of some of Du Fu 's works ( although he found these in only a
Candidate 1:  few years ) . However , in February 1998 , he agreed to some of the five points of the " good works of the Duents in the historical novel , and became a major candidate of the historical novel ; this was an important story . Du Du unédents may have been the best work of the author ;
Candidate 2:  few years ) ; its narrative was similar to the of Zhou 's previous works . In the last decade of the emperor . The poem 's public debate over the politics of the generals or the military military . The poem 's political narrative became very good . But at the same time , it became increasingly difficult for the
Candidate 3:  short time ) . The first five years of his life are known as " great poet and opera " .    In the last decade of Busch 's history , however , have not been mentioned in other books or other literary writers ; the most powerful poet of Busch 's works , and the last decade
Prompt:  In 2000 Boulter had a guest @-@ starring role on the television series The Bill ; he portrayed " Scott Parry " in the episode , " In Safe Hands " . Boulter starred as " Scott " in the play Herons written by Simon Stephens , which was performed in 2001 at the Royal Court
Candidate 1:  in London . He also direct a specialised episode of The Big Guy " at the Royal Theatre at the Royal Theatre in Sydney . In 2000 . The play was produced by a member of the British Royal Australian Navy in Paris . In 2004 , and was a guest star on the Australian Australian Theatre at the Royal Theatre in Adelaide
Candidate 2:  . The play was produced by a group of actors and writers including St. James 's Park . The play was produced by a member of the British musical writer A.F. Pohl and released in 1997 as a professional singer . The producer of the popular popular singer A.F. Pohl in the United States
Candidate 3:  . Schudler and Sotamani were the original cast members of The Simpsons , and were originally seen as part of a special episode in the 2003 episode of The Simpsons . In 2008 , Schudler and Schmid were featured on the show 's special episode in the 2000 Boulter family . Sot
Prompt:  He had a recurring role in 2003 on two episodes of The Bill , as character " Connor Price " . In 2004 Boulter landed a role as " Craig " in the episode " Teddy 's Story " of the television series The Long Firm ; he starred alongside actors Mark Strong and Derek Jacobi . Boulter
Candidate 1:  is part of an episode of The Raffles series in the second season of The X @-@ Files . In 2008 Boulter family 's second drama and the third part of the X @-@ Files series ; in 2011 it was seen as a recurring cast in a special episode in the first episode of The
Candidate 2:  starred in the film as " great star star a great star . The character has been featured in the special edition of the Boulter episode " of the Royal Mail on 30 September " and " The Ghost of his home town " in the special episode of The Ayrshire Awards " . He had a recurring role in
Candidate 3:  Land 's third and final appearance came on 1 July 2012 on The Last Battle of the White House . The second part of the character was named " Clocks " in the first episode of the 12th century . The character was selected as the guest star on The Live From the UK to be a popular character in a
Model 5 fine-tuning complete.

=== Iteration 6 ===
Generating Synthetic Data...
Evaluating Cosine Similarity and Sampling Candidates...
Generated 11644 synthetic data points in Iteration 6.
Sample Synthetic Data:
Example 1: in 2014 . In the next two years , and a seven @-@ kilometer ( 3 @.@ 5 m ) section of the highway to the north of the area would be complete . This would allow Texas State Highway Department ( Texas ) to build a new highway with a new route through the city . It would
Example 2: Alamos was elected to the Legislature following the last year of the federal Congress . In 1960 , City of Arizona was selected by the Party of the State of the state of the United States President after the first @-@ year election for the Senate . In 1960 , the state governor of the state of the United States District
Example 3: 11 @.@ 3 ft ) long . The main stone on each of these five was constructed in a white brick to have two large stone blocks on either either either the same colour and a two @.@ 12 m ( 11 @.@ 8 ft ) away from the wall at the top of the chancery
Example 4: in Spanish , but in French and French it was already in the third part of The Threeways of the Five Nations . It was already in French and then in the fourth . In 1874 it was just a special edition . In four more . The third and final one was also in the third and more . In the
Example 5: and the ( low volume of radiation at now ) version of the ( 5 @,@ 100 mi ) reactor that are still in use are not currently known as the main uses for a nuclear reactors . The only other major uses for these reactors are the ( 2 @,@ 800 m ) and ( 1 @,@
Example 6: a DAG for each vertex in a A and B graph and a length for each vertex in a DAG are the same in both A and B graph . A and B graph is an example of a directed graph with an average length in either Oe and B graph on a DAGs in the A and B
Example 7: happened . And so the Australians would have been able to get into the area and then try to reach that point and go on and continue to do so . And so it would be a pretty easy thing to do so . That is what happened . But if that is the case , it would probably be a pretty good thing
Example 8: chart . The album was certified Gold in the United States . In April 2008 , it was certified Gold in the United States .  The album was listed as a Canadian major song . The American Top 100 in the United States in the United Kingdom has been certified Red by the US government , and was certified Gold in the United
Example 9: very different way to do so . " He thought this to be a good idea . " The album 's music 's main focus was on making a very good song . " The live act " and " a very simple ' style . " The live act " . The album 's lyrics are not going to be
Example 10: methods , such as water consumption or ice @-@ reducing or water , can or can not be used in the production of water or gas , or may be used in the production of water , or or water , or as a means to reduce the water temperature , or may do so due to the production of antimony
Fine-tuning Model 6 on synthetic data...
{'loss': 2.0515, 'grad_norm': 14.03203010559082, 'learning_rate': 4.9941611521993e-05, 'epoch': 0.0}
{'loss': 1.9232, 'grad_norm': 12.19021987915039, 'learning_rate': 4.987673543531854e-05, 'epoch': 0.01}
{'loss': 1.9604, 'grad_norm': 14.526178359985352, 'learning_rate': 4.981185934864409e-05, 'epoch': 0.01}
{'loss': 1.8649, 'grad_norm': 11.911433219909668, 'learning_rate': 4.974698326196964e-05, 'epoch': 0.02}
{'loss': 1.9608, 'grad_norm': 13.453818321228027, 'learning_rate': 4.968210717529519e-05, 'epoch': 0.02}
{'loss': 2.0645, 'grad_norm': 12.928568840026855, 'learning_rate': 4.9617231088620735e-05, 'epoch': 0.02}
{'loss': 2.0098, 'grad_norm': 11.582229614257812, 'learning_rate': 4.9552355001946286e-05, 'epoch': 0.03}
{'loss': 2.0119, 'grad_norm': 12.890239715576172, 'learning_rate': 4.9487478915271836e-05, 'epoch': 0.03}
{'loss': 1.8812, 'grad_norm': 11.502299308776855, 'learning_rate': 4.942260282859738e-05, 'epoch': 0.04}
{'loss': 2.0536, 'grad_norm': 13.659662246704102, 'learning_rate': 4.935772674192293e-05, 'epoch': 0.04}
{'loss': 2.0193, 'grad_norm': 13.580074310302734, 'learning_rate': 4.929285065524848e-05, 'epoch': 0.04}
{'loss': 1.9575, 'grad_norm': 12.248950004577637, 'learning_rate': 4.922797456857402e-05, 'epoch': 0.05}
{'loss': 1.9307, 'grad_norm': 11.559803009033203, 'learning_rate': 4.916309848189957e-05, 'epoch': 0.05}
{'loss': 1.8375, 'grad_norm': 11.14151382446289, 'learning_rate': 4.909822239522512e-05, 'epoch': 0.05}
{'loss': 1.9694, 'grad_norm': 12.811199188232422, 'learning_rate': 4.903334630855067e-05, 'epoch': 0.06}
{'loss': 1.9125, 'grad_norm': 11.098649978637695, 'learning_rate': 4.8968470221876217e-05, 'epoch': 0.06}
{'loss': 1.9711, 'grad_norm': 11.878482818603516, 'learning_rate': 4.890359413520177e-05, 'epoch': 0.07}
{'loss': 1.9703, 'grad_norm': 13.605864524841309, 'learning_rate': 4.883871804852732e-05, 'epoch': 0.07}
{'loss': 2.0426, 'grad_norm': 11.594547271728516, 'learning_rate': 4.877384196185286e-05, 'epoch': 0.07}
{'loss': 2.0348, 'grad_norm': 10.425653457641602, 'learning_rate': 4.870896587517842e-05, 'epoch': 0.08}
{'loss': 2.0076, 'grad_norm': 12.249983787536621, 'learning_rate': 4.864408978850396e-05, 'epoch': 0.08}
{'loss': 2.0671, 'grad_norm': 11.19698429107666, 'learning_rate': 4.8579213701829504e-05, 'epoch': 0.09}
{'loss': 1.9673, 'grad_norm': 11.070903778076172, 'learning_rate': 4.851433761515506e-05, 'epoch': 0.09}
{'loss': 2.0907, 'grad_norm': 12.213031768798828, 'learning_rate': 4.8449461528480604e-05, 'epoch': 0.09}
{'loss': 1.9968, 'grad_norm': 11.548200607299805, 'learning_rate': 4.8384585441806154e-05, 'epoch': 0.1}
{'loss': 1.987, 'grad_norm': 11.999817848205566, 'learning_rate': 4.83197093551317e-05, 'epoch': 0.1}
{'loss': 2.0009, 'grad_norm': 12.457137107849121, 'learning_rate': 4.825483326845725e-05, 'epoch': 0.11}
{'loss': 1.9433, 'grad_norm': 10.161572456359863, 'learning_rate': 4.81899571817828e-05, 'epoch': 0.11}
{'loss': 1.9456, 'grad_norm': 10.58243179321289, 'learning_rate': 4.812508109510834e-05, 'epoch': 0.11}
{'loss': 1.9531, 'grad_norm': 12.459518432617188, 'learning_rate': 4.80602050084339e-05, 'epoch': 0.12}
{'loss': 2.067, 'grad_norm': 11.330497741699219, 'learning_rate': 4.799532892175944e-05, 'epoch': 0.12}
{'loss': 2.0125, 'grad_norm': 11.827400207519531, 'learning_rate': 4.7930452835084985e-05, 'epoch': 0.12}
{'loss': 2.0655, 'grad_norm': 11.176567077636719, 'learning_rate': 4.786557674841054e-05, 'epoch': 0.13}
{'loss': 1.9883, 'grad_norm': 10.313143730163574, 'learning_rate': 4.7800700661736085e-05, 'epoch': 0.13}
{'loss': 1.9895, 'grad_norm': 12.672765731811523, 'learning_rate': 4.7735824575061636e-05, 'epoch': 0.14}
{'loss': 2.0234, 'grad_norm': 11.86442756652832, 'learning_rate': 4.7670948488387186e-05, 'epoch': 0.14}
{'loss': 1.992, 'grad_norm': 10.786471366882324, 'learning_rate': 4.760607240171273e-05, 'epoch': 0.14}
{'loss': 2.0596, 'grad_norm': 11.0421724319458, 'learning_rate': 4.754119631503828e-05, 'epoch': 0.15}
{'loss': 2.0105, 'grad_norm': 12.168972969055176, 'learning_rate': 4.747632022836383e-05, 'epoch': 0.15}
{'loss': 2.0884, 'grad_norm': 12.899857521057129, 'learning_rate': 4.741144414168938e-05, 'epoch': 0.16}
